profile1,profile2,profile3,profile4,profile5,profile6
"age: 31, body_type: curvy, education: graduated from law school, height: 61.0, job: law / legal services, orientation: straight, pets: nan, religion: hinduism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), hindi (okay), spanish (poorly), french (poorly), sanskrit (poorly), status: single","age: 26, body_type: average, education: working on college/university, height: 69.0, job: other, orientation: straight, pets: nan, religion: nan, sex: f, smokes: when drinking, speaks: english (fluently), russian (fluently), status: single","age: 32, body_type: average, education: graduated from masters program, height: 67.0, job: medicine / health, orientation: straight, pets: likes cats, religion: nan, sex: f, smokes: when drinking, speaks: english (okay), status: single","age: 24, body_type: thin, education: graduated from college/university, height: 69.0, job: artistic / musical / writer, orientation: straight, pets: nan, religion: nan, sex: m, smokes: sometimes, speaks: english, status: single","age: 46, body_type: curvy, education: graduated from masters program, height: 63.0, job: nan, orientation: straight, pets: nan, religion: other and laughing about it, sex: f, smokes: no, speaks: english, spanish (okay), status: single","age: 33, body_type: average, education: graduated from law school, height: 66.0, job: political / government, orientation: gay, pets: nan, religion: nan, sex: m, smokes: no, speaks: english (fluently), chinese (okay), spanish (okay), japanese (poorly), status: seeing someone"
"age: 29, body_type: fit, education: graduated from masters program, height: 72.0, job: education / academia, orientation: straight, pets: likes dogs and has cats, religion: nan, sex: m, smokes: nan, speaks: english (fluently), french (okay), german (poorly), status: single","age: 47, body_type: average, education: graduated from ph.d program, height: 66.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: other and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), french (okay), status: single","age: 32, body_type: full figured, education: graduated from college/university, height: 70.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs, religion: atheism and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 33, body_type: fit, education: graduated from masters program, height: 64.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 28, body_type: thin, education: nan, height: 62.0, job: nan, orientation: straight, pets: nan, religion: buddhism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), chinese (poorly), spanish (poorly), status: single","age: 50, body_type: athletic, education: graduated from college/university, height: 72.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: other and somewhat serious about it, sex: m, smokes: sometimes, speaks: english (fluently), french (poorly), italian (poorly), status: single"
"age: 29, body_type: curvy, education: graduated from college/university, height: 67.0, job: rather not say, orientation: bisexual, pets: nan, religion: nan, sex: f, smokes: nan, speaks: english (fluently), spanish (poorly), status: single","age: 34, body_type: average, education: graduated from masters program, height: 70.0, job: artistic / musical / writer, orientation: straight, pets: has dogs and dislikes cats, religion: catholicism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 48, body_type: average, education: graduated from masters program, height: 68.0, job: artistic / musical / writer, orientation: straight, pets: nan, religion: other, sex: m, smokes: no, speaks: english (fluently), japanese (poorly), french (poorly), status: single","age: 33, body_type: fit, education: nan, height: 70.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 32, body_type: fit, education: graduated from college/university, height: 64.0, job: artistic / musical / writer, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 32, body_type: athletic, education: graduated from college/university, height: 72.0, job: executive / management, orientation: gay, pets: has dogs, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english, spanish (fluently), status: single"
"age: 25, body_type: fit, education: working on ph.d program, height: 72.0, job: nan, orientation: straight, pets: likes dogs, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single","age: 37, body_type: average, education: graduated from college/university, height: 69.0, job: computer / hardware / software, orientation: straight, pets: has dogs, religion: agnosticism, sex: m, smokes: no, speaks: english (fluently), japanese (okay), status: single","age: 24, body_type: average, education: graduated from college/university, height: 70.0, job: computer / hardware / software, orientation: straight, pets: nan, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), chinese (fluently), status: single","age: 21, body_type: average, education: working on college/university, height: 69.0, job: sales / marketing / biz dev, orientation: bisexual, pets: has dogs and has cats, religion: agnosticism and laughing about it, sex: f, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 34, body_type: average, education: graduated from masters program, height: 66.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism, sex: m, smokes: no, speaks: english (fluently), chinese (poorly), spanish (poorly), status: single","age: 23, body_type: thin, education: graduated from college/university, height: 66.0, job: entertainment / media, orientation: bisexual, pets: likes dogs and likes cats, religion: agnosticism, sex: f, smokes: sometimes, speaks: english, arabic (poorly), status: single"
"age: 25, body_type: curvy, education: working on college/university, height: 65.0, job: other, orientation: bisexual, pets: likes dogs and has cats, religion: agnosticism and laughing about it, sex: f, smokes: no, speaks: english (fluently), status: seeing someone","age: 20, body_type: thin, education: working on two-year college, height: 66.0, job: student, orientation: bisexual, pets: likes dogs and has cats, religion: atheism and somewhat serious about it, sex: f, smokes: no, speaks: english, status: seeing someone","age: 26, body_type: average, education: graduated from college/university, height: 70.0, job: banking / financial / real estate, orientation: gay, pets: likes dogs and likes cats, religion: other and laughing about it, sex: m, smokes: no, speaks: english (fluently), french (poorly), status: single","age: 25, body_type: athletic, education: graduated from college/university, height: 72.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 32, body_type: average, education: graduated from ph.d program, height: 67.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism but not too serious about it, sex: f, smokes: when drinking, speaks: english (fluently), spanish (poorly), status: single","age: 24, body_type: fit, education: graduated from college/university, height: 69.0, job: computer / hardware / software, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), status: single"
"age: 35, body_type: curvy, education: graduated from college/university, height: 67.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: agnosticism but not too serious about it, sex: f, smokes: no, speaks: english, spanish, italian, status: single","age: 27, body_type: athletic, education: graduated from college/university, height: 72.0, job: science / tech / engineering, orientation: straight, pets: has dogs, religion: nan, sex: m, smokes: no, speaks: english, spanish (okay), status: single","age: 29, body_type: rather not say, education: graduated from masters program, height: 62.0, job: entertainment / media, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: seeing someone","age: 29, body_type: nan, education: graduated from college/university, height: 69.0, job: education / academia, orientation: gay, pets: likes dogs and likes cats, religion: buddhism and somewhat serious about it, sex: m, smokes: no, speaks: english (fluently), chinese (okay), status: single","age: 25, body_type: skinny, education: working on masters program, height: 73.0, job: student, orientation: straight, pets: nan, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), c++ (okay), spanish (okay), ukrainian (poorly), status: single","age: 31, body_type: fit, education: graduated from college/university, height: 70.0, job: education / academia, orientation: straight, pets: likes dogs and likes cats, religion: atheism, sex: f, smokes: no, speaks: english, spanish (poorly), status: single"
"age: 21, body_type: fit, education: working on college/university, height: 71.0, job: entertainment / media, orientation: straight, pets: likes dogs and likes cats, religion: catholicism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 27, body_type: nan, education: graduated from college/university, height: 64.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: f, smokes: nan, speaks: english (fluently), spanish (okay), status: single","age: 31, body_type: average, education: graduated from college/university, height: 60.0, job: other, orientation: straight, pets: likes dogs and dislikes cats, religion: buddhism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), chinese (fluently), status: single","age: 22, body_type: curvy, education: working on college/university, height: 63.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and dislikes cats, religion: catholicism and laughing about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 46, body_type: athletic, education: graduated from college/university, height: 70.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: agnosticism, sex: m, smokes: no, speaks: english (fluently), french (okay), german (poorly), status: single","age: 34, body_type: thin, education: graduated from college/university, height: 70.0, job: science / tech / engineering, orientation: straight, pets: has dogs, religion: agnosticism, sex: m, smokes: no, speaks: english (fluently), other (fluently), status: single"
"age: 29, body_type: thin, education: graduated from masters program, height: 67.0, job: executive / management, orientation: straight, pets: nan, religion: atheism, sex: f, smokes: no, speaks: english (fluently), french (fluently), status: single","age: 30, body_type: average, education: working on college/university, height: 68.0, job: medicine / health, orientation: straight, pets: likes dogs and likes cats, religion: other, sex: m, smokes: no, speaks: english (poorly), english (okay), english (poorly), status: single","age: 24, body_type: average, education: graduated from college/university, height: 65.0, job: education / academia, orientation: straight, pets: likes dogs, religion: nan, sex: f, smokes: nan, speaks: english (fluently), status: single","age: 33, body_type: average, education: nan, height: 62.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: f, smokes: nan, speaks: english, tagalog, status: single","age: 25, body_type: nan, education: working on masters program, height: 75.0, job: hospitality / travel, orientation: bisexual, pets: likes dogs, religion: catholicism, sex: m, smokes: no, speaks: english, greek, latin, spanish (poorly), status: single","age: 25, body_type: average, education: working on college/university, height: 67.0, job: sales / marketing / biz dev, orientation: straight, pets: likes cats, religion: christianity but not too serious about it, sex: f, smokes: no, speaks: english (fluently), romanian (fluently), russian (fluently), status: single"
"age: 31, body_type: average, education: graduated from masters program, height: 69.0, job: nan, orientation: gay, pets: likes dogs and likes cats, religion: atheism, sex: m, smokes: no, speaks: english, german (fluently), spanish (okay), status: single","age: 27, body_type: average, education: graduated from college/university, height: 65.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: judaism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), french (poorly), status: single","age: 31, body_type: athletic, education: graduated from two-year college, height: 72.0, job: construction / craftsmanship, orientation: straight, pets: has dogs and likes cats, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english, status: single","age: 29, body_type: fit, education: graduated from college/university, height: 69.0, job: executive / management, orientation: straight, pets: nan, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), japanese (poorly), status: single","age: 33, body_type: average, education: nan, height: 66.0, job: nan, orientation: straight, pets: has dogs, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 32, body_type: athletic, education: graduated from masters program, height: 70.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and dislikes cats, religion: judaism, sex: m, smokes: no, speaks: english, french, status: single"
"age: 33, body_type: fit, education: graduated from masters program, height: 69.0, job: executive / management, orientation: straight, pets: likes dogs and has cats, religion: agnosticism, sex: m, smokes: no, speaks: english, other (poorly), status: single","age: 44, body_type: athletic, education: graduated from masters program, height: 70.0, job: unemployed, orientation: straight, pets: has dogs, religion: judaism and laughing about it, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 26, body_type: fit, education: graduated from college/university, height: 70.0, job: other, orientation: straight, pets: nan, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 36, body_type: fit, education: graduated from college/university, height: 67.0, job: construction / craftsmanship, orientation: straight, pets: likes dogs, religion: nan, sex: m, smokes: sometimes, speaks: english, status: single","age: 37, body_type: full figured, education: dropped out of masters program, height: 65.0, job: artistic / musical / writer, orientation: bisexual, pets: likes dogs and has cats, religion: atheism and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), italian (poorly), french (poorly), spanish (poorly), status: single","age: 32, body_type: fit, education: graduated from college/university, height: 64.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english, status: single"
"age: 32, body_type: average, education: graduated from college/university, height: 64.0, job: science / tech / engineering, orientation: gay, pets: likes dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), japanese (okay), spanish (poorly), status: single","age: 28, body_type: athletic, education: working on college/university, height: 68.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, status: single","age: 29, body_type: athletic, education: graduated from college/university, height: 69.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and has cats, religion: agnosticism but not too serious about it, sex: f, smokes: no, speaks: english, french (poorly), status: single","age: 32, body_type: fit, education: graduated from college/university, height: 75.0, job: other, orientation: bisexual, pets: likes dogs and likes cats, religion: other but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 19, body_type: average, education: working on college/university, height: 70.0, job: medicine / health, orientation: straight, pets: likes dogs and likes cats, religion: christianity but not too serious about it, sex: m, smokes: nan, speaks: english (fluently), spanish (fluently), status: single","age: 37, body_type: thin, education: graduated from college/university, height: 70.0, job: entertainment / media, orientation: straight, pets: likes dogs and likes cats, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english (poorly), status: single"
"age: 31, body_type: athletic, education: graduated from college/university, height: 73.0, job: science / tech / engineering, orientation: straight, pets: likes dogs, religion: nan, sex: m, smokes: no, speaks: english, status: single","age: 26, body_type: skinny, education: nan, height: 73.0, job: artistic / musical / writer, orientation: gay, pets: likes dogs and likes cats, religion: other, sex: m, smokes: no, speaks: english, status: single","age: 21, body_type: nan, education: nan, height: 62.0, job: nan, orientation: straight, pets: nan, religion: christianity, sex: f, smokes: when drinking, speaks: english, status: single","age: 34, body_type: fit, education: graduated from college/university, height: 65.0, job: sales / marketing / biz dev, orientation: gay, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single","age: 36, body_type: fit, education: graduated from masters program, height: 66.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: hinduism, sex: f, smokes: no, speaks: english (fluently), hindi (okay), french (poorly), status: single","age: 29, body_type: average, education: graduated from college/university, height: 68.0, job: political / government, orientation: bisexual, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, status: single"
"age: 27, body_type: average, education: graduated from college/university, height: 68.0, job: nan, orientation: straight, pets: likes cats, religion: atheism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (okay), portuguese (poorly), status: single","age: 29, body_type: thin, education: working on law school, height: 69.0, job: student, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, spanish (okay), status: single","age: 45, body_type: nan, education: dropped out of space camp, height: 77.0, job: nan, orientation: straight, pets: likes dogs and dislikes cats, religion: atheism and laughing about it, sex: m, smokes: no, speaks: english (fluently), other (poorly), status: single","age: 43, body_type: curvy, education: working on two-year college, height: 61.0, job: science / tech / engineering, orientation: straight, pets: dislikes dogs and dislikes cats, religion: nan, sex: m, smokes: when drinking, speaks: english, c++ (fluently), status: seeing someone","age: 32, body_type: fit, education: working on masters program, height: 70.0, job: student, orientation: bisexual, pets: has dogs and likes cats, religion: other, sex: f, smokes: sometimes, speaks: english (fluently), spanish (poorly), status: seeing someone","age: 58, body_type: thin, education: graduated from college/university, height: 65.0, job: education / academia, orientation: straight, pets: likes dogs and likes cats, religion: judaism, sex: f, smokes: no, speaks: english (fluently), french (okay), hebrew (fluently), spanish (okay), status: single"
"age: 39, body_type: fit, education: college/university, height: 66.0, job: nan, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 23, body_type: thin, education: working on masters program, height: 67.0, job: student, orientation: bisexual, pets: likes dogs and has cats, religion: agnosticism, sex: f, smokes: no, speaks: english (fluently), status: single","age: 38, body_type: fit, education: graduated from med school, height: 67.0, job: medicine / health, orientation: straight, pets: has dogs and likes cats, religion: catholicism and laughing about it, sex: m, smokes: no, speaks: english (fluently), vietnamese (okay), spanish (poorly), status: single","age: 36, body_type: fit, education: graduated from masters program, height: 70.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english (poorly), spanish (poorly), portuguese (poorly), status: single","age: 38, body_type: nan, education: graduated from law school, height: 67.0, job: entertainment / media, orientation: straight, pets: likes dogs, religion: catholicism but not too serious about it, sex: f, smokes: no, speaks: english, status: single","age: 25, body_type: average, education: working on ph.d program, height: 72.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: atheism, sex: m, smokes: no, speaks: english, german (poorly), hindi (poorly), status: single"
"age: 26, body_type: a little extra, education: graduated from college/university, height: 61.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: nan, sex: f, smokes: no, speaks: english, spanish (poorly), status: single","age: 27, body_type: thin, education: graduated from two-year college, height: 72.0, job: nan, orientation: straight, pets: likes dogs and dislikes cats, religion: other and very serious about it, sex: m, smokes: yes, speaks: english (fluently), status: single","age: 22, body_type: thin, education: nan, height: 68.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (okay), c++ (okay), japanese (okay), status: single","age: 36, body_type: fit, education: graduated from college/university, height: 72.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs, religion: judaism, sex: m, smokes: no, speaks: english (fluently), french (okay), status: single","age: 58, body_type: fit, education: graduated from ph.d program, height: 65.0, job: medicine / health, orientation: straight, pets: has cats, religion: other, sex: f, smokes: no, speaks: english, status: single","age: 34, body_type: athletic, education: graduated from college/university, height: 73.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), spanish (poorly), french (poorly), portuguese (poorly), german (poorly), status: single"
"age: 42, body_type: a little extra, education: two-year college, height: 71.0, job: law / legal services, orientation: straight, pets: nan, religion: nan, sex: m, smokes: no, speaks: english, chinese (poorly), spanish (okay), status: single","age: 21, body_type: average, education: two-year college, height: 70.0, job: other, orientation: straight, pets: has dogs, religion: nan, sex: m, smokes: sometimes, speaks: english, status: single","age: 32, body_type: average, education: graduated from college/university, height: 70.0, job: other, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 31, body_type: curvy, education: graduated from masters program, height: 60.0, job: medicine / health, orientation: straight, pets: likes dogs and likes cats, religion: other, sex: f, smokes: no, speaks: english (fluently), status: single","age: 23, body_type: fit, education: dropped out of space camp, height: 69.0, job: science / tech / engineering, orientation: straight, pets: has dogs and likes cats, religion: other and laughing about it, sex: m, smokes: when drinking, speaks: english (fluently), spanish (okay), status: single","age: 30, body_type: fit, education: graduated from space camp, height: 73.0, job: science / tech / engineering, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english (fluently), urdu (fluently), spanish (okay), indonesian (okay), status: single"
"age: 38, body_type: average, education: graduated from college/university, height: 64.0, job: nan, orientation: straight, pets: likes dogs and has cats, religion: other but not too serious about it, sex: f, smokes: no, speaks: english, status: single","age: 30, body_type: curvy, education: graduated from college/university, height: 63.0, job: nan, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: f, smokes: sometimes, speaks: english (fluently), spanish (okay), status: single","age: 21, body_type: curvy, education: working on college/university, height: 63.0, job: medicine / health, orientation: straight, pets: likes dogs and likes cats, religion: christianity, sex: f, smokes: sometimes, speaks: english, status: single","age: 32, body_type: athletic, education: graduated from college/university, height: 74.0, job: science / tech / engineering, orientation: straight, pets: likes dogs, religion: catholicism but not too serious about it, sex: m, smokes: no, speaks: english, status: single","age: 37, body_type: curvy, education: graduated from college/university, height: 68.0, job: clerical / administrative, orientation: straight, pets: has dogs and has cats, religion: catholicism but not too serious about it, sex: f, smokes: when drinking, speaks: english, status: single","age: 41, body_type: athletic, education: graduated from med school, height: 72.0, job: medicine / health, orientation: straight, pets: likes dogs, religion: other, sex: m, smokes: no, speaks: english, status: single"
"age: 25, body_type: average, education: graduated from college/university, height: 74.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: nan, sex: m, smokes: yes, speaks: english, status: single","age: 23, body_type: nan, education: working on college/university, height: 73.0, job: other, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, status: single","age: 20, body_type: average, education: graduated from high school, height: 65.0, job: other, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, status: single","age: 32, body_type: athletic, education: graduated from masters program, height: 75.0, job: executive / management, orientation: straight, pets: has dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), french (fluently), japanese (poorly), status: single","age: 61, body_type: curvy, education: working on masters program, height: 62.0, job: nan, orientation: straight, pets: has dogs, religion: judaism but not too serious about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 25, body_type: athletic, education: dropped out of two-year college, height: 71.0, job: transportation, orientation: straight, pets: likes dogs and likes cats, religion: christianity and somewhat serious about it, sex: m, smokes: no, speaks: english, status: single"
"age: 28, body_type: nan, education: graduated from college/university, height: 74.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: catholicism, sex: m, smokes: nan, speaks: english, status: single","age: 49, body_type: curvy, education: nan, height: 70.0, job: nan, orientation: straight, pets: has dogs and likes cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 34, body_type: average, education: graduated from law school, height: 73.0, job: law / legal services, orientation: straight, pets: nan, religion: judaism but not too serious about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 31, body_type: thin, education: graduated from masters program, height: 61.0, job: political / government, orientation: straight, pets: likes dogs and likes cats, religion: other and laughing about it, sex: f, smokes: no, speaks: english (fluently), chinese (fluently), status: single","age: 26, body_type: nan, education: working on ph.d program, height: 72.0, job: student, orientation: straight, pets: nan, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single","age: 44, body_type: curvy, education: graduated from masters program, height: 66.0, job: other, orientation: straight, pets: has cats, religion: nan, sex: f, smokes: no, speaks: english (fluently), spanish (fluently), status: single"
"age: 29, body_type: a little extra, education: graduated from two-year college, height: 67.0, job: medicine / health, orientation: straight, pets: nan, religion: nan, sex: f, smokes: nan, speaks: english, status: single","age: 35, body_type: curvy, education: graduated from college/university, height: 67.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: agnosticism but not too serious about it, sex: f, smokes: no, speaks: english, spanish, italian, status: single","age: 32, body_type: curvy, education: working on ph.d program, height: 66.0, job: education / academia, orientation: straight, pets: likes dogs, religion: agnosticism and somewhat serious about it, sex: f, smokes: no, speaks: english (fluently), french (okay), german (fluently), status: single","age: 25, body_type: curvy, education: working on masters program, height: 64.0, job: student, orientation: straight, pets: likes dogs and likes cats, religion: other and laughing about it, sex: f, smokes: no, speaks: english (fluently), status: single","age: 30, body_type: average, education: graduated from college/university, height: 74.0, job: other, orientation: straight, pets: nan, religion: agnosticism, sex: m, smokes: no, speaks: english, status: single","age: 24, body_type: athletic, education: graduated from college/university, height: 75.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: nan, sex: m, smokes: when drinking, speaks: english, spanish (poorly), status: single"
"age: 28, body_type: fit, education: graduated from college/university, height: 69.0, job: computer / hardware / software, orientation: straight, pets: likes dogs, religion: nan, sex: m, smokes: no, speaks: english (fluently), spanish (okay), status: single","age: 46, body_type: a little extra, education: graduated from college/university, height: 70.0, job: transportation, orientation: straight, pets: likes dogs and likes cats, religion: christianity but not too serious about it, sex: m, smokes: no, speaks: english (fluently), german (poorly), spanish (poorly), status: single","age: 41, body_type: thin, education: graduated from ph.d program, height: 69.0, job: science / tech / engineering, orientation: straight, pets: nan, religion: atheism and very serious about it, sex: m, smokes: no, speaks: english (fluently), finnish (poorly), status: single","age: 25, body_type: fit, education: working on college/university, height: 67.0, job: education / academia, orientation: gay, pets: likes dogs and dislikes cats, religion: catholicism and laughing about it, sex: m, smokes: sometimes, speaks: english (fluently), spanish (fluently), french (okay), german (okay), status: single","age: 48, body_type: fit, education: graduated from masters program, height: 69.0, job: medicine / health, orientation: gay, pets: likes dogs, religion: nan, sex: m, smokes: no, speaks: english, english (fluently), french (poorly), status: single","age: 37, body_type: nan, education: working on ph.d program, height: 67.0, job: computer / hardware / software, orientation: straight, pets: has dogs and has cats, religion: other and laughing about it, sex: m, smokes: no, speaks: english (fluently), russian (okay), japanese (poorly), irish (poorly), status: single"
"age: 30, body_type: fit, education: graduated from college/university, height: 67.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and very serious about it, sex: m, smokes: no, speaks: english (fluently), status: single","age: 30, body_type: athletic, education: graduated from college/university, height: 75.0, job: artistic / musical / writer, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism and laughing about it, sex: m, smokes: no, speaks: english, status: single","age: 22, body_type: fit, education: graduated from college/university, height: 74.0, job: sales / marketing / biz dev, orientation: straight, pets: nan, religion: christianity but not too serious about it, sex: m, smokes: no, speaks: english (fluently), chinese (poorly), status: single","age: 30, body_type: average, education: working on college/university, height: 74.0, job: student, orientation: straight, pets: likes dogs and likes cats, religion: nan, sex: m, smokes: no, speaks: english (fluently), german (okay), korean (poorly), swedish (okay), status: single","age: 27, body_type: average, education: graduated from high school, height: 60.0, job: construction / craftsmanship, orientation: gay, pets: likes dogs and likes cats, religion: other but not too serious about it, sex: f, smokes: no, speaks: english (fluently), spanish (poorly), status: single","age: 34, body_type: fit, education: nan, height: 81.0, job: nan, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, status: single"
"age: 25, body_type: athletic, education: graduated from college/university, height: 78.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs and likes cats, religion: catholicism and laughing about it, sex: m, smokes: no, speaks: english (fluently), french (okay), status: single","age: 37, body_type: average, education: graduated from masters program, height: 68.0, job: other, orientation: bisexual, pets: likes dogs and likes cats, religion: buddhism and laughing about it, sex: f, smokes: no, speaks: english (fluently), french (okay), spanish (okay), status: single","age: 28, body_type: curvy, education: graduated from masters program, height: 64.0, job: other, orientation: straight, pets: has dogs, religion: christianity and very serious about it, sex: f, smokes: no, speaks: english, status: single","age: 21, body_type: average, education: college/university, height: 60.0, job: student, orientation: straight, pets: has dogs, religion: catholicism, sex: m, smokes: nan, speaks: english, status: single","age: 60, body_type: athletic, education: graduated from college/university, height: 71.0, job: medicine / health, orientation: straight, pets: has cats, religion: other but not too serious about it, sex: m, smokes: no, speaks: english (fluently), spanish (okay), french (poorly), status: single","age: 25, body_type: athletic, education: working on college/university, height: 74.0, job: other, orientation: straight, pets: nan, religion: atheism, sex: m, smokes: no, speaks: english, status: single"
"age: 35, body_type: skinny, education: dropped out of space camp, height: 75.0, job: hospitality / travel, orientation: straight, pets: likes dogs and has cats, religion: other and very serious about it, sex: m, smokes: no, speaks: english (poorly), german (poorly), spanish (poorly), other (fluently), status: single","age: 22, body_type: average, education: graduated from two-year college, height: 69.0, job: student, orientation: straight, pets: nan, religion: christianity but not too serious about it, sex: f, smokes: no, speaks: english (fluently), danish (fluently), spanish (okay), german (poorly), status: single","age: 25, body_type: athletic, education: graduated from college/university, height: 76.0, job: banking / financial / real estate, orientation: straight, pets: nan, religion: nan, sex: m, smokes: nan, speaks: english, status: single","age: 34, body_type: curvy, education: graduated from college/university, height: 63.0, job: sales / marketing / biz dev, orientation: straight, pets: likes dogs and likes cats, religion: agnosticism, sex: f, smokes: no, speaks: english, status: single","age: 58, body_type: thin, education: graduated from college/university, height: 63.0, job: other, orientation: straight, pets: has dogs and has cats, religion: judaism and laughing about it, sex: f, smokes: no, speaks: english, status: single","age: 31, body_type: athletic, education: nan, height: 72.0, job: medicine / health, orientation: straight, pets: has cats, religion: atheism, sex: f, smokes: no, speaks: english (fluently), spanish (fluently), status: single"
